Hakem ID,İsim,Uzmanlık Alanları,Geçmiş Proje Başlıkları,cleaned_expertise,cleaned_past_projects,bert_input
53,Prof. Dr. Serdar Yılmaz,"Nöral Ağlar, Beyin-Bilgisayar Arayüzü, Hesaplamalı Sinirbilim","EEG Tabanlı Beyin-Bilgisayar Arayüzü Geliştirme, Nöral Sinyallerin Gerçek Zamanlı İşlenmesi ve Sınıflandırılması, Epileptik Nöbet Tahmini için Derin Öğrenme Modelleri",nöral ağlar beyin bilgisayar arayüzü hesaplamalı sinirbilim,eeg tabanlı beyin bilgisayar arayüzü geliştirme nöral sinyallerin gerçek zamanlı i şlenmesi sınıflandırılması epileptik nöbet tahmini derin öğrenme modelleri,nöral ağlar beyin bilgisayar arayüzü hesaplamalı sinirbilim eeg tabanlı beyin bilgisayar arayüzü geliştirme nöral sinyallerin gerçek zamanlı i şlenmesi sınıflandırılması epileptik nöbet tahmini derin öğrenme modelleri
54,Dr. Öğr. Üyesi Elif Kaya,"Klinik Karar Destek Sistemleri, Yapay Zeka, Sağlık Bilişimi","Yoğun Bakım Ünitelerinde Yapay Zeka Tabanlı Erken Uyarı Sistemleri, Elektronik Sağlık Kayıtlarında Doğal Dil İşleme, COVID-19 Risk Tahmini için Makine Öğrenmesi Modelleri",klinik karar destek sistemleri yapay zeka sağlık bilişimi,yoğun bakım ünitelerinde yapay zeka tabanlı erken uyarı sistemleri elektronik sağlık kayıtlarında doğal dil i şleme covid risk tahmini makine öğrenmesi modelleri,klinik karar destek sistemleri yapay zeka sağlık bilişimi yoğun bakım ünitelerinde yapay zeka tabanlı erken uyarı sistemleri elektronik sağlık kayıtlarında doğal dil i şleme covid risk tahmini makine öğrenmesi modelleri
55,Prof. Dr. Ahmet Öztürk,"Robotik Cerrahi, Bilgisayar Destekli Cerrahi Planlama, 3D Modelleme","Robotik Cerrahi Sistemlerde Yapay Zeka Uygulamaları, Cerrahi Navigasyon için Artırılmış Gerçeklik, 3D Baskılı Cerrahi Rehberler ve Planlama Yazılımları",robotik cerrahi bilgisayar destekli cerrahi planlama d modelleme,robotik cerrahi sistemlerde yapay zeka uygulamaları cerrahi navigasyon artırılmış gerçeklik d baskılı cerrahi rehberler planlama yazılımları,robotik cerrahi bilgisayar destekli cerrahi planlama d modelleme robotik cerrahi sistemlerde yapay zeka uygulamaları cerrahi navigasyon artırılmış gerçeklik d baskılı cerrahi rehberler planlama yazılımları
56,Doç. Dr. Zeynep Arslan,"Dijital Patoloji, Yapay Zeka, Görüntü Analizi","Histopatolojik Görüntülerde Derin Öğrenme ile Kanser Tespiti, Dijital Patoloji için Otomatik Raporlama Sistemleri, Whole Slide Imaging Sistemlerinde Yapay Zeka Uygulamaları",dijital patoloji yapay zeka görüntü analizi,histopatolojik görüntülerde derin öğrenme kanser tespiti dijital patoloji otomatik raporlama sistemleri whole slide imaging sistemlerinde yapay zeka uygulamaları,dijital patoloji yapay zeka görüntü analizi histopatolojik görüntülerde derin öğrenme kanser tespiti dijital patoloji otomatik raporlama sistemleri whole slide imaging sistemlerinde yapay zeka uygulamaları
57,Prof. Dr. Murat Kara,"Biyomedikal Sinyal İşleme, Yapay Zeka, Kardiyoloji","EKG Sinyallerinde Derin Öğrenme ile Aritmi Tespiti, Kalp Seslerinin Yapay Zeka ile Analizi, Kardiyak MR Görüntülerinde Otomatik Segmentasyon",biyomedikal sinyal i şleme yapay zeka kardiyoloji,ekg sinyallerinde derin öğrenme aritmi tespiti kalp seslerinin yapay zeka analizi kardiyak mr görüntülerinde otomatik segmentasyon,biyomedikal sinyal i şleme yapay zeka kardiyoloji ekg sinyallerinde derin öğrenme aritmi tespiti kalp seslerinin yapay zeka analizi kardiyak mr görüntülerinde otomatik segmentasyon
58,Dr. Öğr. Üyesi Can Yücel,"Tıbbi Veri Madenciliği, Büyük Veri Analizi, Biyoistatistik","Hastane Veri Ambarı ve Prediktif Analitik, Sağlık Verilerinde Anomali Tespiti, Klinik Araştırmalarda Makine Öğrenmesi Uygulamaları",tıbbi veri madenciliği büyük veri analizi biyoistatistik,hastane veri ambarı prediktif analitik sağlık verilerinde anomali tespiti klinik araştırmalarda makine öğrenmesi uygulamaları,tıbbi veri madenciliği büyük veri analizi biyoistatistik hastane veri ambarı prediktif analitik sağlık verilerinde anomali tespiti klinik araştırmalarda makine öğrenmesi uygulamaları
59,Prof. Dr. Ayşe Yıldız,"Nörogörüntüleme, fMRI Analizi, Hesaplamalı Psikiyatri","fMRI Verilerinde Derin Öğrenme ile Duygu Analizi, Psikiyatrik Hastalıklarda Beyin Ağları Analizi, Nörodejeneratif Hastalıklarda Yapay Zeka Uygulamaları",nörogörüntüleme fmri analizi hesaplamalı psikiyatri,fmri verilerinde derin öğrenme duygu analizi psikiyatrik hastalıklarda beyin ağları analizi nörodejeneratif hastalıklarda yapay zeka uygulamaları,nörogörüntüleme fmri analizi hesaplamalı psikiyatri fmri verilerinde derin öğrenme duygu analizi psikiyatrik hastalıklarda beyin ağları analizi nörodejeneratif hastalıklarda yapay zeka uygulamaları
60,Doç. Dr. Kemal Demir,"Tıbbi Cihaz Yazılımları, Gömülü Sistemler, IoT Sağlık","Giyilebilir Sağlık Cihazları için AI Algoritmaları, Tıbbi Cihaz Ağları ve Güvenlik Protokolleri, IoT Tabanlı Hasta Takip Sistemleri",tıbbi cihaz yazılımları gömülü sistemler iot sağlık,giyilebilir sağlık cihazları ai algoritmaları tıbbi cihaz ağları güvenlik protokolleri iot tabanlı hasta takip sistemleri,tıbbi cihaz yazılımları gömülü sistemler iot sağlık giyilebilir sağlık cihazları ai algoritmaları tıbbi cihaz ağları güvenlik protokolleri iot tabanlı hasta takip sistemleri
61,Prof. Dr. Seda Aktaş,"Biyosensörler, Mikro-akışkan Sistemler, Yapay Zeka","Lab-on-a-chip Sistemlerde Yapay Zeka Uygulamaları, Akıllı Biyosensör Tasarımı ve Veri Analizi, Point-of-Care Tanı Sistemleri Geliştirme",biyosensörler mikro akışkan sistemler yapay zeka,lab on a chip sistemlerde yapay zeka uygulamaları akıllı biyosensör tasarımı veri analizi point of care tanı sistemleri geliştirme,biyosensörler mikro akışkan sistemler yapay zeka lab on a chip sistemlerde yapay zeka uygulamaları akıllı biyosensör tasarımı veri analizi point of care tanı sistemleri geliştirme
62,Dr. Öğr. Üyesi Burak Özkan,"Tıbbi Robotik, Rehabilitasyon Teknolojileri, Kontrol Sistemleri","Rehabilitasyon Robotlarında Yapay Zeka Kontrolü, Nöroprotez Sistemleri için Adaptif Algoritmalar, Akıllı Ortez Tasarımı ve Kontrol",tıbbi robotik rehabilitasyon teknolojileri kontrol sistemleri,rehabilitasyon robotlarında yapay zeka kontrolü nöroprotez sistemleri adaptif algoritmalar akıllı ortez tasarımı kontrol,tıbbi robotik rehabilitasyon teknolojileri kontrol sistemleri rehabilitasyon robotlarında yapay zeka kontrolü nöroprotez sistemleri adaptif algoritmalar akıllı ortez tasarımı kontrol
63,Prof. Dr. Deniz Yalçın,"Biyometrik Sistemler, Yapay Görme, Güvenlik","Biyometrik Tanıma Sistemlerinde Derin Öğrenme, İris Tanıma Algoritmaları Geliştirme, Yüz Tanıma Sistemleri ve Güvenlik Uygulamaları",biyometrik sistemler yapay görme güvenlik,biyometrik tanıma sistemlerinde derin öğrenme i ris tanıma algoritmaları geliştirme yüz tanıma sistemleri güvenlik uygulamaları,biyometrik sistemler yapay görme güvenlik biyometrik tanıma sistemlerinde derin öğrenme i ris tanıma algoritmaları geliştirme yüz tanıma sistemleri güvenlik uygulamaları
64,Doç. Dr. Ece Aydın,"Tıbbi Yazılım Sistemleri, Veri Güvenliği, Blockchain","Blockchain Tabanlı Tıbbi Kayıt Sistemleri, Sağlık Verilerinde Mahremiyet Koruma, Hastane Bilgi Sistemleri Güvenliği",tıbbi yazılım sistemleri veri güvenliği blockchain,blockchain tabanlı tıbbi kayıt sistemleri sağlık verilerinde mahremiyet koruma hastane bilgi sistemleri güvenliği,tıbbi yazılım sistemleri veri güvenliği blockchain blockchain tabanlı tıbbi kayıt sistemleri sağlık verilerinde mahremiyet koruma hastane bilgi sistemleri güvenliği
65,Prof. Dr. Okan Kara,"Hesaplamalı Biyoloji, Sistem Biyolojisi, Yapay Zeka","Protein-Protein Etkileşim Ağları Analizi, İlaç Keşfinde Makine Öğrenmesi Uygulamaları, Metabolik Yolak Analizi ve Modelleme",hesaplamalı biyoloji sistem biyolojisi yapay zeka,protein protein etkileşim ağları analizi i laç keşfinde makine öğrenmesi uygulamaları metabolik yolak analizi modelleme,hesaplamalı biyoloji sistem biyolojisi yapay zeka protein protein etkileşim ağları analizi i laç keşfinde makine öğrenmesi uygulamaları metabolik yolak analizi modelleme
66,Dr. Öğr. Üyesi Melis Öz,"Tıbbi Görüntü Segmentasyonu, Derin Öğrenme, Computer Vision","Medikal Görüntülerde Organ Segmentasyonu, 3D Tıbbi Görüntü Rekonstrüksiyonu, Retinal Görüntü Analizi ve Hastalık Tespiti",tıbbi görüntü segmentasyonu derin öğrenme computer vision,medikal görüntülerde organ segmentasyonu d tıbbi görüntü rekonstrüksiyonu retinal görüntü analizi hastalık tespiti,tıbbi görüntü segmentasyonu derin öğrenme computer vision medikal görüntülerde organ segmentasyonu d tıbbi görüntü rekonstrüksiyonu retinal görüntü analizi hastalık tespiti
67,Prof. Dr. Selim Yücel,"Biyomekanik Modelleme, Sonlu Elemanlar Analizi, Yapay Zeka","Ortopedik İmplant Tasarımında AI Optimizasyonu, Kemik Dokusu Mekaniği Simülasyonları, Biyomekanik Stres Analizi ve Modelleme",biyomekanik modelleme sonlu elemanlar analizi yapay zeka,ortopedik i mplant tasarımında ai optimizasyonu kemik dokusu mekaniği simülasyonları biyomekanik stres analizi modelleme,biyomekanik modelleme sonlu elemanlar analizi yapay zeka ortopedik i mplant tasarımında ai optimizasyonu kemik dokusu mekaniği simülasyonları biyomekanik stres analizi modelleme
68,Doç. Dr. İpek Demir,"Tıbbi Simülasyon, Sanal Gerçeklik, Eğitim Teknolojileri","Cerrahi Simülasyon Sistemleri Geliştirme, VR Tabanlı Tıp Eğitimi Platformları, Haptic Teknolojiler ve Tıbbi Uygulamalar",tıbbi simülasyon sanal gerçeklik eğitim teknolojileri,cerrahi simülasyon sistemleri geliştirme vr tabanlı tıp eğitimi platformları haptic teknolojiler tıbbi uygulamalar,tıbbi simülasyon sanal gerçeklik eğitim teknolojileri cerrahi simülasyon sistemleri geliştirme vr tabanlı tıp eğitimi platformları haptic teknolojiler tıbbi uygulamalar
69,Prof. Dr. Canan Eren,"Biyoinformatik Algoritmaları, Genomik, Yapay Zeka","Genom Dizileme Veri Analizi Algoritmaları, Protein Yapı Tahmini için Deep Learning, Genetik Varyasyon Analizi ve Sınıflandırma",biyoinformatik algoritmaları genomik yapay zeka,genom dizileme veri analizi algoritmaları protein yapı tahmini deep learning genetik varyasyon analizi sınıflandırma,biyoinformatik algoritmaları genomik yapay zeka genom dizileme veri analizi algoritmaları protein yapı tahmini deep learning genetik varyasyon analizi sınıflandırma
70,Dr. Öğr. Üyesi Mert Yılmaz,"Nöral Protez Sistemleri, BCI, Sinyal İşleme","Nöral İmplant Kontrol Algoritmaları, Beyin Sinyallerinin Gerçek Zamanlı Dekodlanması, Nöral Arayüz Tasarımı ve Optimizasyonu",nöral protez sistemleri bci sinyal i şleme,nöral i mplant kontrol algoritmaları beyin sinyallerinin gerçek zamanlı dekodlanması nöral arayüz tasarımı optimizasyonu,nöral protez sistemleri bci sinyal i şleme nöral i mplant kontrol algoritmaları beyin sinyallerinin gerçek zamanlı dekodlanması nöral arayüz tasarımı optimizasyonu
71,Prof. Dr. Aylin Kaya,"Tıbbi Doğal Dil İşleme, Yapay Zeka, Klinik NLP","Klinik Metin Madenciliği ve Analizi, Radyoloji Raporlarında Otomatik Kodlama, Tıbbi Literatür Analizi ve Bilgi Çıkarımı",tıbbi doğal dil i şleme yapay zeka klinik nlp,klinik metin madenciliği analizi radyoloji raporlarında otomatik kodlama tıbbi literatür analizi bilgi çıkarımı,tıbbi doğal dil i şleme yapay zeka klinik nlp klinik metin madenciliği analizi radyoloji raporlarında otomatik kodlama tıbbi literatür analizi bilgi çıkarımı
72,Doç. Dr. Emre Şahin,"Tıbbi Expert Sistemler, Yapay Zeka, Klinik Karar Destek","Tanı Destek Sistemleri Geliştirme, Klinik Rehber Otomasyonu, Hastalık Risk Tahmin Modelleri",tıbbi expert sistemler yapay zeka klinik karar destek,tanı destek sistemleri geliştirme klinik rehber otomasyonu hastalık risk tahmin modelleri,tıbbi expert sistemler yapay zeka klinik karar destek tanı destek sistemleri geliştirme klinik rehber otomasyonu hastalık risk tahmin modelleri
73,Prof. Dr. Zehra Aktaş,"Tıbbi Veri Güvenliği, Kriptografi, Blockchain","Sağlık Verilerinde Homomorphic Şifreleme, Hasta Mahremiyeti Koruma Sistemleri, Güvenli Tıbbi Veri Paylaşım Platformları",tıbbi veri güvenliği kriptografi blockchain,sağlık verilerinde homomorphic şifreleme hasta mahremiyeti koruma sistemleri güvenli tıbbi veri paylaşım platformları,tıbbi veri güvenliği kriptografi blockchain sağlık verilerinde homomorphic şifreleme hasta mahremiyeti koruma sistemleri güvenli tıbbi veri paylaşım platformları
74,Dr. Öğr. Üyesi Berk Öz,"Tıbbi IoT Sistemleri, Gömülü Sistemler, Edge Computing","Akıllı Hastane IoT Altyapısı, Uzaktan Hasta Takip Sistemleri, Edge AI ile Sağlık Verisi Analizi",tıbbi iot sistemleri gömülü sistemler edge computing,akıllı hastane iot altyapısı uzaktan hasta takip sistemleri edge ai sağlık verisi analizi,tıbbi iot sistemleri gömülü sistemler edge computing akıllı hastane iot altyapısı uzaktan hasta takip sistemleri edge ai sağlık verisi analizi
75,Prof. Dr. Selin Arslan,"Biyomedikal Görüntü İşleme, Derin Öğrenme, Radyoloji","Akciğer Nodülü Tespit Sistemleri, Mamografi Görüntülerinde AI ile Kanser Tespiti, Multimodal Tıbbi Görüntü Füzyonu",biyomedikal görüntü i şleme derin öğrenme radyoloji,akciğer nodülü tespit sistemleri mamografi görüntülerinde ai kanser tespiti multimodal tıbbi görüntü füzyonu,biyomedikal görüntü i şleme derin öğrenme radyoloji akciğer nodülü tespit sistemleri mamografi görüntülerinde ai kanser tespiti multimodal tıbbi görüntü füzyonu
76,Prof. Dr. Hakan Yıldırım,"Yapay Zeka, Veri Bilimi, Makine Öğrenmesi","Derin Öğrenme ile Tıbbi Görüntü Analizi, Büyük Veri Analitiği ve Sağlık Uygulamaları, Klinik Karar Destek Sistemleri",yapay zeka veri bilimi makine öğrenmesi,derin öğrenme tıbbi görüntü analizi büyük veri analitiği sağlık uygulamaları klinik karar destek sistemleri,yapay zeka veri bilimi makine öğrenmesi derin öğrenme tıbbi görüntü analizi büyük veri analitiği sağlık uygulamaları klinik karar destek sistemleri
77,Doç. Dr. Ayşe Kara,"Bilgisayar Bilimleri, Yazılım Mühendisliği, Sistem Tasarımı","Hastane Bilgi Sistemleri Geliştirme, Tıbbi Yazılım Validasyonu, Sağlık Bilişim Sistemleri",bilgisayar bilimleri yazılım mühendisliği sistem tasarımı,hastane bilgi sistemleri geliştirme tıbbi yazılım validasyonu sağlık bilişim sistemleri,bilgisayar bilimleri yazılım mühendisliği sistem tasarımı hastane bilgi sistemleri geliştirme tıbbi yazılım validasyonu sağlık bilişim sistemleri
78,Prof. Dr. Mehmet Öztürk,"Robotik, Otomasyon, Kontrol Sistemleri","Cerrahi Robot Kontrolü, Rehabilitasyon Cihazları Tasarımı, Medikal Robotik Sistemler",robotik otomasyon kontrol sistemleri,cerrahi robot kontrolü rehabilitasyon cihazları tasarımı medikal robotik sistemler,robotik otomasyon kontrol sistemleri cerrahi robot kontrolü rehabilitasyon cihazları tasarımı medikal robotik sistemler
79,Dr. Öğr. Üyesi Zeynep Demir,"Veri Madenciliği, İstatistik, Optimizasyon","Klinik Veri Analizi, Sağlık Verilerinde Örüntü Tespiti, İstatistiksel Modelleme",veri madenciliği i statistik optimizasyon,klinik veri analizi sağlık verilerinde örüntü tespiti i statistiksel modelleme,veri madenciliği i statistik optimizasyon klinik veri analizi sağlık verilerinde örüntü tespiti i statistiksel modelleme
80,Prof. Dr. Can Arslan,"Görüntü İşleme, Bilgisayarlı Görü, Sinyal İşleme","Medikal Görüntü Segmentasyonu, Biyomedikal Sinyal Analizi, Görüntü Rekonstrüksiyonu",görüntü i şleme bilgisayarlı görü sinyal i şleme,medikal görüntü segmentasyonu biyomedikal sinyal analizi görüntü rekonstrüksiyonu,görüntü i şleme bilgisayarlı görü sinyal i şleme medikal görüntü segmentasyonu biyomedikal sinyal analizi görüntü rekonstrüksiyonu
81,Doç. Dr. Selin Yılmaz,"Biyomedikal Mühendislik, Sensör Teknolojileri, Enstrümantasyon","Biyosensör Geliştirme, Tıbbi Cihaz Tasarımı, Hasta Monitörizasyon Sistemleri",biyomedikal mühendislik sensör teknolojileri enstrümantasyon,biyosensör geliştirme tıbbi cihaz tasarımı hasta monitörizasyon sistemleri,biyomedikal mühendislik sensör teknolojileri enstrümantasyon biyosensör geliştirme tıbbi cihaz tasarımı hasta monitörizasyon sistemleri
82,Prof. Dr. Murat Aydın,"Doğal Dil İşleme, Metin Madenciliği, Bilgi Çıkarımı","Klinik Metin Analizi, Otomatik Raporlama Sistemleri, Semantik Analiz",doğal dil i şleme metin madenciliği bilgi çıkarımı,klinik metin analizi otomatik raporlama sistemleri semantik analiz,doğal dil i şleme metin madenciliği bilgi çıkarımı klinik metin analizi otomatik raporlama sistemleri semantik analiz
83,Dr. Öğr. Üyesi Deniz Şahin,"Gömülü Sistemler, IoT, Edge Computing","Giyilebilir Cihaz Geliştirme, Uzaktan İzleme Sistemleri, Akıllı Sensör Ağları",gömülü sistemler iot edge computing,giyilebilir cihaz geliştirme uzaktan i zleme sistemleri akıllı sensör ağları,gömülü sistemler iot edge computing giyilebilir cihaz geliştirme uzaktan i zleme sistemleri akıllı sensör ağları
84,Prof. Dr. Ece Kaya,"Siber Güvenlik, Kriptografi, Ağ Güvenliği","Sağlık Verisi Güvenliği, Güvenli Veri İletişimi, Mahremiyet Koruma Sistemleri",siber güvenlik kriptografi ağ güvenliği,sağlık verisi güvenliği güvenli veri i letişimi mahremiyet koruma sistemleri,siber güvenlik kriptografi ağ güvenliği sağlık verisi güvenliği güvenli veri i letişimi mahremiyet koruma sistemleri
85,Doç. Dr. Kemal Özkan,"Bulut Bilişim, Dağıtık Sistemler, Paralel İşleme","Büyük Ölçekli Veri Analizi, Bulut Tabanlı Sağlık Platformları, Dağıtık Veri İşleme",bulut bilişim dağıtık sistemler paralel i şleme,büyük ölçekli veri analizi bulut tabanlı sağlık platformları dağıtık veri i şleme,bulut bilişim dağıtık sistemler paralel i şleme büyük ölçekli veri analizi bulut tabanlı sağlık platformları dağıtık veri i şleme
